pH,x_top10mean,y_rank450mean_ascending
4.1,258.14141845703125,176.56796264648438
4.1,257.65155029296875,180.06088256835938
4.1,253.51358032226562,176.3914337158203
4.1,263.1593322753906,173.98690795898438
4.1,263.2213439941406,180.38201904296875
4.1,263.5768127441406,180.0559539794922
4.1,261.0033874511719,179.9051055908203
4.1,258.3433837890625,177.93064880371094
4.1,260.3574523925781,179.60696411132812
4.1,261.1575927734375,177.98887634277344
4.1,259.6724548339844,177.16583251953125
4.1,260.9526672363281,180.08767700195312
4.1,250.41407775878906,176.18629455566406
4.1,260.25128173828125,177.1033477783203
4.1,254.87606811523438,176.42355346679688
4.1,262.1444396972656,177.41879272460938
4.1,260.3553466796875,176.7004852294922
4.1,254.81222534179688,176.092529296875
4.1,256.2645568847656,174.66354370117188
4.1,262.6888732910156,178.7838134765625
4.1,258.9847412109375,179.825927734375
4.1,266.447509765625,181.31512451171875
4.1,258.8651123046875,173.73757934570312
4.1,266.2336730957031,180.06680297851562
4.1,267.55682373046875,180.0562286376953
4.1,266.7905578613281,180.75582885742188
4.1,262.8181457519531,178.07408142089844
4.1,262.14202880859375,178.46319580078125
4.1,263.6816711425781,180.02171325683594
4.1,261.9991149902344,179.1099853515625
4.1,261.33941650390625,179.2149658203125
4.1,264.4045715332031,178.47015380859375
4.1,260.014404296875,178.1942138671875
4.1,261.44244384765625,179.31578063964844
4.1,267.5108642578125,179.72976684570312
4.1,263.4237976074219,178.10787963867188
4.1,263.80596923828125,178.31576538085938
4.1,258.2777404785156,177.68798828125
4.1,258.143310546875,177.2081298828125
4.1,260.85516357421875,179.53887939453125
4.1,257.77691650390625,177.03543090820312
4.1,264.7213134765625,178.3257598876953
4.1,256.2483825683594,176.18148803710938
4.1,264.9835510253906,176.48382568359375
4.1,255.02227783203125,175.97389221191406
4.1,257.77813720703125,178.21051025390625
4.1,258.71697998046875,178.18096923828125
4.1,262.31915283203125,176.8127899169922
4.1,257.8763427734375,172.92239379882812
4.1,263.87969970703125,180.7852020263672
4.1,259.1379089355469,174.42135620117188
4.1,264.1284484863281,181.14083862304688
4.1,258.8796081542969,178.60975646972656
4.1,259.8847351074219,177.666748046875
4.1,257.3762512207031,179.07223510742188
4.1,258.7095642089844,177.07620239257812
4.1,263.8847961425781,179.645263671875
4.1,263.07904052734375,180.0247344970703
4.1,265.2152404785156,179.36492919921875
4.1,259.7685852050781,176.745361328125
4.1,262.913818359375,176.16351318359375
4.1,255.01634216308594,177.79345703125
4.1,260.3028259277344,174.92181396484375
4.1,258.2560119628906,177.4543914794922
4.1,267.6546630859375,179.17465209960938
4.1,259.208251953125,175.78073120117188
4.1,263.17236328125,179.02745056152344
4.1,259.5395812988281,177.27999877929688
4.1,264.79705810546875,178.85218811035156
4.1,266.29205322265625,177.1602020263672
4.1,261.3829345703125,180.06739807128906
4.1,261.3071594238281,179.40675354003906
4.1,263.38018798828125,178.95623779296875
4.1,263.1018371582031,179.2506561279297
4.1,258.76348876953125,177.73684692382812
4.1,259.1092529296875,177.47080993652344
4.1,262.1950988769531,177.74305725097656
4.1,264.9090881347656,176.56251525878906
4.1,260.4866943359375,179.87643432617188
4.1,260.9265441894531,178.77703857421875
4.1,262.9542236328125,176.4486541748047
4.1,260.2296447753906,175.88037109375
4.1,264.2189025878906,179.59669494628906
4.1,265.630615234375,180.916259765625
4.1,262.8099670410156,179.1604461669922
4.1,259.97784423828125,175.70924377441406
4.1,259.0406494140625,177.1529083251953
4.1,261.6710205078125,177.3885498046875
4.1,262.4541015625,179.46978759765625
4.1,259.66754150390625,176.31832885742188
4.1,257.3968811035156,176.38877868652344
4.1,253.1239776611328,176.93653869628906
4.1,265.0006103515625,178.49729919433594
4.1,262.321533203125,178.95225524902344
4.1,259.29156494140625,178.62301635742188
4.1,254.14892578125,175.69696044921875
4.1,255.8484649658203,174.31556701660156
4.1,265.4848327636719,179.46763610839844
4.1,263.96319580078125,178.6790771484375
4.1,261.6704406738281,179.18377685546875
4.1,258.69915771484375,179.60671997070312
4.1,258.17626953125,176.97427368164062
4.1,260.1574401855469,178.1980743408203
4.1,263.7720947265625,178.53726196289062
4.1,270.1172180175781,178.23236083984375
4.1,253.8694305419922,176.19113159179688
4.1,261.19207763671875,177.0104522705078
4.1,264.7057189941406,179.0865936279297
4.1,257.0969543457031,174.9248046875
4.1,259.4889221191406,176.13226318359375
4.1,260.00518798828125,176.47988891601562
4.1,259.1337890625,176.74807739257812
4.1,269.1687927246094,179.98060607910156
4.1,262.45513916015625,178.1140594482422
4.1,262.103271484375,176.59373474121094
4.1,262.54534912109375,178.87628173828125
4.1,253.55116271972656,175.2058563232422
4.1,262.5625,179.6876220703125
4.1,263.9613952636719,180.41000366210938
4.1,259.35186767578125,174.81629943847656
4.1,260.7412109375,178.7013397216797
4.1,261.01104736328125,177.78575134277344
4.1,267.07012939453125,177.72413635253906
4.1,258.75140380859375,176.89918518066406
4.1,265.9694519042969,179.05410766601562
4.1,262.95001220703125,179.81541442871094
4.1,262.2001647949219,181.65643310546875
4.1,261.95068359375,180.0504608154297
4.1,262.8124694824219,177.859375
4.1,264.0333251953125,177.75445556640625
4.1,261.39306640625,180.04983520507812
4.1,262.4960632324219,178.30824279785156
4.1,263.8331604003906,178.98475646972656
4.1,263.3351745605469,178.52891540527344
4.1,262.0664367675781,179.30455017089844
4.1,264.4229431152344,180.15859985351562
4.1,270.5959777832031,178.17251586914062
4.1,251.84671020507812,174.72335815429688
4.1,265.01336669921875,180.02957153320312
4.1,260.9457092285156,178.5438232421875
4.1,261.8207092285156,178.4849853515625
4.1,258.82220458984375,175.4598388671875
4.1,264.51214599609375,179.38436889648438
4.1,262.0793762207031,176.72837829589844
4.1,257.09814453125,178.4241485595703
4.1,260.7732849121094,178.9499053955078
4.1,261.0159912109375,178.61434936523438
4.1,259.9649658203125,177.4901885986328
4.1,256.98779296875,179.28802490234375
4.1,262.9757080078125,178.1512451171875
4.1,263.51092529296875,177.40460205078125
4.1,261.80450439453125,179.47177124023438
4.1,260.4527587890625,176.55044555664062
4.1,260.4404296875,176.40663146972656
4.1,260.86077880859375,179.6228790283203
4.1,266.6197814941406,178.17832946777344
4.1,258.8308410644531,178.4005889892578
4.1,257.91448974609375,178.55963134765625
4.1,257.46685791015625,176.7238006591797
4.1,262.5956115722656,179.6564178466797
4.1,258.8075256347656,178.15914916992188
4.1,261.6063537597656,178.97735595703125
4.1,267.1790466308594,181.12709045410156
4.1,259.62664794921875,179.476318359375
4.1,261.06988525390625,176.75051879882812
4.1,265.5672607421875,179.10047912597656
4.1,271.333251953125,180.0500030517578
4.1,265.5049743652344,179.54019165039062
4.1,264.89306640625,178.38632202148438
4.1,259.29156494140625,179.13729858398438
4.1,258.275146484375,178.17831420898438
4.1,256.7156677246094,175.3927764892578
4.1,259.4684753417969,176.07839965820312
4.1,255.56298828125,175.33285522460938
4.1,262.7521667480469,179.3834228515625
4.1,264.588623046875,178.42498779296875
4.1,268.11468505859375,180.99368286132812
4.1,266.2387390136719,180.1608123779297
4.1,253.69598388671875,176.57504272460938
4.1,258.0354309082031,177.6234588623047
4.1,260.8150939941406,180.1229705810547
4.1,263.4086608886719,178.05807495117188
4.1,265.56622314453125,179.01882934570312
4.1,255.58261108398438,176.14559936523438
4.1,261.11395263671875,178.8965606689453
4.1,255.55966186523438,175.19757080078125
4.1,258.9620361328125,177.59046936035156
4.1,267.93756103515625,180.01028442382812
4.1,255.89244079589844,176.1042938232422
4.1,257.1535949707031,176.30685424804688
4.1,259.79974365234375,177.61349487304688
4.1,263.7227783203125,179.30120849609375
4.1,258.013916015625,178.92381286621094
4.1,260.9242858886719,177.60028076171875
4.1,257.4825439453125,178.95953369140625
4.1,265.28778076171875,179.11692810058594
4.1,258.0102844238281,177.59095764160156
4.1,267.6535339355469,180.60931396484375
4.1,262.90203857421875,177.3405303955078
4.1,263.66778564453125,179.9601287841797
4.1,260.9667053222656,181.32232666015625
4.1,258.88934326171875,175.35293579101562
4.1,261.9278259277344,178.9634246826172
4.1,258.5321044921875,178.18988037109375
4.1,259.98504638671875,177.48497009277344
4.1,261.54486083984375,179.04017639160156
4.1,258.18487548828125,176.46180725097656
4.1,262.77392578125,180.23544311523438
4.1,261.7667236328125,178.60671997070312
4.1,263.6968078613281,179.4222412109375
4.1,265.08111572265625,180.9906768798828
4.1,258.26446533203125,177.93896484375
4.1,263.0730285644531,177.69207763671875
4.1,258.3921813964844,178.1185760498047
4.1,261.67144775390625,178.21774291992188
4.1,261.6870422363281,180.45584106445312
4.1,258.1215515136719,177.05953979492188
4.1,257.372314453125,177.390869140625
4.1,261.319091796875,177.45703125
4.1,266.0557556152344,180.22958374023438
4.1,259.6125183105469,176.9203643798828
4.1,259.13751220703125,178.08590698242188
4.1,254.26019287109375,176.82437133789062
4.1,264.14508056640625,177.9066619873047
4.1,253.95208740234375,177.5463409423828
4.1,257.8002014160156,176.79541015625
4.1,262.95916748046875,179.756103515625
4.1,262.54541015625,177.90415954589844
4.1,263.1376037597656,179.58018493652344
4.1,261.7119445800781,177.97943115234375
4.1,259.399169921875,177.7276611328125
4.1,261.8060302734375,178.5131378173828
4.1,260.4998779296875,179.39454650878906
4.1,262.4217224121094,177.1803741455078
4.1,264.82025146484375,179.82984924316406
4.1,263.6107177734375,181.3762969970703
4.1,259.41778564453125,175.731201171875
4.1,255.63665771484375,176.85015869140625
4.1,260.9001159667969,177.648681640625
4.1,260.54022216796875,176.65187072753906
4.1,259.26165771484375,177.91429138183594
4.1,261.978271484375,179.4939727783203
4.1,264.99462890625,180.4140167236328
4.1,260.20001220703125,176.73550415039062
4.1,259.0037841796875,174.07305908203125
4.1,261.45306396484375,178.5538330078125
4.1,259.55206298828125,175.3075714111328
4.1,258.170166015625,177.36814880371094
4.1,259.8058776855469,178.22756958007812
4.1,259.018310546875,176.41859436035156
4.1,264.81732177734375,175.80027770996094
4.1,261.095458984375,178.15818786621094
4.1,263.95513916015625,179.9011688232422
4.1,256.26580810546875,174.06971740722656
4.1,261.02789306640625,178.0170440673828
4.1,260.7501220703125,177.0294647216797
4.1,260.09906005859375,174.29827880859375
4.1,258.24798583984375,174.00259399414062
4.1,257.3063049316406,174.8531951904297
4.1,265.97222900390625,178.7011260986328
4.1,259.9776306152344,176.3771209716797
4.1,260.1838684082031,179.08157348632812
4.1,264.85223388671875,179.15274047851562
4.1,259.3404235839844,176.83778381347656
4.1,254.90257263183594,175.8816375732422
4.1,263.0102233886719,177.83253479003906
4.1,258.7570495605469,180.27593994140625
4.1,256.8594665527344,176.8225860595703
4.1,263.7353515625,177.30709838867188
4.1,263.07568359375,179.70021057128906
4.1,257.2509460449219,175.61695861816406
4.1,260.6161804199219,178.30111694335938
4.1,263.836669921875,177.49722290039062
4.1,258.2097473144531,179.54335021972656
4.1,254.26405334472656,173.62303161621094
4.1,255.49041748046875,178.03359985351562
4.1,258.7518005371094,177.31710815429688
4.1,255.67318725585938,175.77154541015625
4.1,259.18701171875,178.58883666992188
4.1,264.2456359863281,177.4005584716797
4.1,265.62628173828125,178.79071044921875
4.1,261.0922546386719,178.15310668945312
4.1,266.4322509765625,176.62339782714844
4.1,264.1523742675781,178.79466247558594
4.1,257.4643249511719,176.77195739746094
4.1,264.3745422363281,180.63316345214844
4.1,255.49984741210938,175.14053344726562
4.1,266.1563720703125,179.85096740722656
4.1,264.03070068359375,175.16127014160156
4.1,257.7939453125,177.8734588623047
4.1,257.25799560546875,177.30453491210938
4.1,260.9472351074219,177.91070556640625
4.1,262.2803955078125,180.37074279785156
4.1,257.853759765625,178.09291076660156
4.1,261.765380859375,179.1199951171875
4.1,259.5449523925781,178.77276611328125
4.1,263.78948974609375,178.99017333984375
4.1,263.07550048828125,178.44802856445312
4.1,262.0093078613281,177.27432250976562
4.1,265.41650390625,179.20896911621094
4.1,260.93707275390625,177.38352966308594
4.1,262.1528015136719,177.66761779785156
4.1,268.5859069824219,179.4403076171875
4.1,257.95928955078125,176.68031311035156
4.1,257.2092590332031,176.72450256347656
4.1,263.1663818359375,178.6348419189453
4.1,264.3788757324219,180.4861602783203
4.1,260.0665283203125,177.38352966308594
4.1,260.91802978515625,179.4127197265625
4.1,263.30548095703125,179.39027404785156
4.1,258.9313049316406,176.36444091796875
4.1,265.7765197753906,179.4302978515625
4.1,265.22772216796875,181.4481201171875
4.1,264.0141296386719,178.85882568359375
4.1,258.93536376953125,174.48768615722656
4.1,252.40008544921875,175.6361541748047
4.1,265.5295104980469,175.62380981445312
4.1,265.2622375488281,178.89462280273438
4.1,260.52410888671875,178.50836181640625
4.1,262.86444091796875,178.12164306640625
4.1,263.9108581542969,178.03237915039062
4.1,258.39599609375,177.1749725341797
4.1,256.84033203125,175.6005401611328
4.1,262.0439758300781,180.1143798828125
4.1,264.02239990234375,179.77455139160156
4.1,262.4637145996094,179.4522705078125
4.1,260.65863037109375,177.86544799804688
4.1,261.9848937988281,175.80026245117188
4.1,260.0182189941406,179.799072265625
4.1,261.6161804199219,179.45448303222656
4.1,258.39556884765625,177.30287170410156
4.1,258.6118469238281,176.88070678710938
4.1,269.2544250488281,178.98374938964844
4.1,263.5086364746094,177.38282775878906
4.1,254.6868896484375,177.0377960205078
4.1,258.06121826171875,180.13232421875
4.1,262.6260986328125,178.58895874023438
4.1,264.7852478027344,175.80409240722656
4.1,267.20330810546875,179.8893280029297
4.1,262.47442626953125,176.63180541992188
4.1,262.4167785644531,177.22607421875
4.1,262.2101745605469,178.349365234375
4.1,259.4727783203125,174.91384887695312
4.1,255.0060577392578,174.95993041992188
4.1,255.0280303955078,176.83641052246094
4.1,261.5306701660156,178.62310791015625
4.1,260.9681396484375,177.8604278564453
4.1,257.169921875,176.52490234375
4.1,262.4933776855469,180.12594604492188
4.1,265.35833740234375,179.70443725585938
4.1,257.08892822265625,177.65806579589844
4.1,258.3544616699219,178.44317626953125
4.1,258.844970703125,177.84030151367188
4.1,263.962890625,178.0055389404297
4.1,266.24188232421875,180.76702880859375
4.1,271.2330627441406,181.1494903564453
4.1,263.84466552734375,179.3299102783203
4.1,264.5845031738281,178.08665466308594
4.1,261.45355224609375,178.96514892578125
4.1,260.38909912109375,178.51806640625
4.1,260.6216735839844,176.28173828125
4.1,258.05377197265625,178.87637329101562
4.1,264.40777587890625,179.0059814453125
4.1,266.5877380371094,177.74252319335938
4.1,269.4647216796875,177.9341583251953
4.1,260.5767822265625,176.71771240234375
4.1,263.7949523925781,177.7194366455078
4.1,262.1686706542969,180.16500854492188
4.1,256.791748046875,179.38572692871094
4.1,253.85369873046875,175.7859649658203
4.1,260.0547790527344,178.34315490722656
4.1,260.63299560546875,177.5144805908203
4.1,261.85418701171875,179.67123413085938
4.1,261.3681335449219,178.62661743164062
4.1,260.71282958984375,180.45521545410156
4.1,269.98553466796875,182.5233612060547
4.1,258.7989807128906,176.07608032226562
4.1,263.4043273925781,179.13771057128906
4.1,258.5266418457031,177.00802612304688
4.1,256.3420715332031,176.5272979736328
4.1,262.0031433105469,178.13372802734375
4.1,256.67803955078125,178.10946655273438
4.1,261.6250915527344,179.66748046875
4.1,261.7987976074219,176.19918823242188
4.1,259.0635070800781,178.63815307617188
4.1,261.71343994140625,179.4136962890625
4.1,257.96099853515625,177.4451904296875
4.1,251.88037109375,172.8677520751953
4.1,262.6351013183594,178.60789489746094
4.1,257.78961181640625,179.15481567382812
4.1,267.41455078125,179.8951873779297
4.1,263.23651123046875,176.5157470703125
4.1,254.78948974609375,175.61708068847656
4.1,256.87139892578125,176.61647033691406
4.1,260.7239990234375,178.28671264648438
4.1,261.78790283203125,179.04127502441406
4.1,262.4276428222656,177.86769104003906
4.1,255.85964965820312,175.97622680664062
4.1,259.5055847167969,179.5124969482422
4.1,259.4398193359375,178.06263732910156
4.1,258.5276794433594,178.0787353515625
4.1,264.81591796875,181.6018524169922
4.1,259.42730712890625,177.31028747558594
4.1,268.5260925292969,179.87933349609375
4.1,255.81178283691406,176.9697723388672
4.1,262.4385070800781,179.2782745361328
4.1,259.7349853515625,180.95391845703125
4.1,259.9621276855469,178.21307373046875
4.1,251.780029296875,174.43777465820312
4.1,261.44134521484375,178.5787353515625
4.1,258.5736083984375,175.8834228515625
4.1,259.34014892578125,175.8223876953125
4.1,264.44427490234375,177.84469604492188
4.1,257.28594970703125,176.50799560546875
4.1,263.0955505371094,176.809326171875
4.1,260.69854736328125,177.3341064453125
4.1,254.3280487060547,175.8209228515625
4.1,254.8498992919922,176.7367706298828
4.1,263.9350280761719,179.49365234375
4.1,256.7636413574219,177.03656005859375
4.1,260.5783996582031,179.8466033935547
4.1,260.47796630859375,179.8070068359375
4.1,261.3013610839844,174.99949645996094
4.1,256.0932312011719,177.93423461914062
4.1,257.59698486328125,178.30523681640625
4.1,260.6876220703125,179.79832458496094
4.1,261.0046691894531,179.59716796875
4.1,263.7650146484375,178.7169647216797
4.1,263.73089599609375,179.76719665527344
4.1,255.26951599121094,176.4944610595703
4.1,262.4259033203125,176.94940185546875
4.1,266.1171875,180.50274658203125
4.1,262.95831298828125,178.5045166015625
4.1,265.87969970703125,180.37246704101562
4.1,259.14813232421875,177.1427001953125
4.1,256.6001892089844,179.43109130859375
4.1,256.0741882324219,174.99717712402344
4.1,261.08074951171875,179.16500854492188
4.1,256.6667785644531,178.04115295410156
4.1,265.2198181152344,181.53411865234375
4.1,263.6584777832031,179.5406494140625
4.1,262.03521728515625,177.009765625
4.1,264.40289306640625,179.63319396972656
4.1,267.5995788574219,177.14620971679688
4.1,263.0753479003906,179.1781005859375
4.1,266.19329833984375,178.6702117919922
4.1,261.2496032714844,178.5225372314453
4.1,261.1034851074219,177.7237091064453
4.1,260.33563232421875,179.37042236328125
4.1,261.13690185546875,179.39553833007812
4.1,261.2744445800781,175.18446350097656
4.1,257.68646240234375,178.4515380859375
4.1,262.0292663574219,177.5786895751953
4.1,261.62548828125,178.10035705566406
4.1,255.08615112304688,176.8704376220703
4.1,260.6346435546875,175.89056396484375
4.1,261.8363037109375,177.00279235839844
4.1,263.0192565917969,176.89984130859375
4.1,267.263427734375,176.22335815429688
4.1,264.92303466796875,179.8182830810547
4.1,256.2922058105469,175.96546936035156
4.1,258.78924560546875,178.03091430664062
4.1,255.17098999023438,175.98948669433594
4.1,260.37811279296875,178.28395080566406
4.1,261.93841552734375,180.6249237060547
4.1,264.31982421875,178.6136474609375
4.1,254.4049072265625,176.7457275390625
4.1,255.69325256347656,177.8553009033203
4.1,263.37432861328125,180.73590087890625
4.1,262.3282165527344,180.67218017578125
4.1,269.4134521484375,177.272216796875
4.1,258.85040283203125,177.4813232421875
4.1,256.4482727050781,179.61505126953125
4.1,254.3470916748047,177.2233123779297
4.1,264.5557556152344,179.2040557861328
4.1,267.60333251953125,180.54684448242188
4.1,265.4731140136719,179.54721069335938
4.1,262.60992431640625,179.3296356201172
4.1,268.6917419433594,180.00283813476562
4.1,261.84124755859375,178.11587524414062
4.1,262.2626647949219,179.3960418701172
4.1,267.51019287109375,181.68418884277344
4.1,269.81103515625,176.7384796142578
4.1,260.9865417480469,178.7874298095703
4.1,257.8310546875,180.35580444335938
4.1,263.74969482421875,179.33421325683594
4.1,261.6426086425781,178.98789978027344
4.1,260.9298095703125,178.69956970214844
4.1,262.5680847167969,180.7216796875
4.1,258.4780578613281,175.8435516357422
4.1,260.12396240234375,177.8213348388672
4.1,258.791259765625,180.80563354492188
4.1,267.0115051269531,181.13653564453125
4.1,263.77587890625,177.37474060058594
4.1,258.83087158203125,179.000244140625
4.1,257.260009765625,175.03639221191406
4.1,254.84629821777344,176.35513305664062
4.1,270.88043212890625,181.71778869628906
4.1,255.58175659179688,176.31564331054688
4.1,271.0827331542969,180.11880493164062
4.1,257.82623291015625,179.95822143554688
4.1,262.3545227050781,176.57586669921875
4.1,257.9003601074219,177.19461059570312
4.1,263.7865295410156,178.13465881347656
4.1,252.9280242919922,174.0125274658203
4.1,260.54779052734375,178.42974853515625
4.1,261.17388916015625,179.20513916015625
4.1,259.8101806640625,177.00003051757812
4.1,262.88104248046875,179.76673889160156
4.1,263.1736145019531,178.72344970703125
4.1,264.9432067871094,182.02749633789062
4.1,259.6468505859375,176.68421936035156
4.1,263.3494873046875,179.1293182373047
4.1,256.74139404296875,176.50418090820312
4.1,263.2941589355469,177.812744140625
4.1,260.4549255371094,180.07261657714844
4.1,267.73382568359375,179.59268188476562
4.1,266.4222412109375,180.1749267578125
4.1,261.21966552734375,179.96246337890625
4.1,257.4081726074219,177.55885314941406
4.1,256.7549133300781,175.18704223632812
4.1,265.06201171875,179.1865997314453
4.1,265.291748046875,179.51121520996094
4.1,258.74151611328125,177.61695861816406
4.1,265.87432861328125,177.15658569335938
4.1,266.9324035644531,178.65921020507812
4.1,262.91448974609375,180.12705993652344
4.1,259.542724609375,178.78746032714844
4.1,260.6090087890625,177.4339141845703
4.1,259.2292175292969,178.59324645996094
4.1,259.49774169921875,177.35816955566406
4.1,261.7069396972656,179.4554443359375
4.1,267.75750732421875,176.4940185546875
4.1,264.075927734375,178.9478302001953
4.1,262.8825378417969,179.99864196777344
4.1,257.10833740234375,177.53057861328125
4.1,261.9913330078125,178.38351440429688
4.1,261.7856750488281,179.25428771972656
4.1,260.5218811035156,179.9392547607422
4.1,265.56488037109375,178.8067169189453
4.1,260.43841552734375,174.58876037597656
4.1,265.3548889160156,177.9670867919922
4.1,261.0792541503906,176.7650909423828
4.1,263.2015380859375,179.32321166992188
4.1,264.35748291015625,176.85861206054688
4.1,264.6127014160156,177.687255859375
4.1,262.2332763671875,179.79055786132812
4.1,259.36297607421875,177.67767333984375
4.1,259.7292785644531,177.77037048339844
4.1,258.3476257324219,175.56552124023438
4.1,257.0202941894531,176.5740203857422
4.1,267.35015869140625,178.35897827148438
4.1,253.212158203125,173.88230895996094
4.1,265.60418701171875,178.35240173339844
4.1,267.07073974609375,178.4484100341797
4.1,257.44195556640625,177.6991424560547
4.1,263.0588073730469,174.99624633789062
4.1,260.9321594238281,178.8922882080078
4.1,257.9640197753906,176.83819580078125
4.1,263.02093505859375,176.58612060546875
4.1,268.38409423828125,181.37074279785156
4.1,266.9297180175781,179.13400268554688
4.1,266.6944580078125,179.59262084960938
4.1,265.1387634277344,178.78712463378906
4.1,266.3076171875,181.15675354003906
4.1,262.0615234375,176.21339416503906
4.1,261.6864929199219,177.94400024414062
4.1,261.3230895996094,177.0895538330078
4.1,259.8541259765625,178.08944702148438
4.1,264.9438781738281,177.9015655517578
4.1,256.529296875,174.9801025390625
4.1,258.60394287109375,176.1431884765625
4.1,255.77471923828125,176.6372528076172
4.1,262.70989990234375,177.71054077148438
4.1,259.7770080566406,177.7372283935547
4.1,264.1810607910156,179.5841827392578
4.1,258.4363098144531,176.53330993652344
4.1,262.84613037109375,176.92221069335938
4.1,264.0313415527344,179.7646026611328
4.1,260.7290344238281,179.8743438720703
4.1,268.4676513671875,177.46617126464844
4.1,259.34747314453125,178.7951202392578
4.1,267.1695251464844,179.52548217773438
4.1,259.069580078125,176.71173095703125
4.1,262.3988037109375,177.65658569335938
4.1,269.5772705078125,178.13453674316406
4.1,261.3660583496094,180.35520935058594
4.1,258.15960693359375,177.3667755126953
4.1,259.9822692871094,176.56585693359375
4.1,260.8605041503906,180.07643127441406
4.1,270.28082275390625,179.6431427001953
4.1,261.44879150390625,177.2095947265625
4.1,256.79693603515625,176.69696044921875
4.1,261.7943420410156,177.3927001953125
4.1,262.4089050292969,179.36105346679688
4.1,259.69537353515625,179.18833923339844
4.1,263.7019348144531,177.22616577148438
4.1,258.3968200683594,175.65574645996094
4.1,264.4206237792969,177.77516174316406
4.1,252.47293090820312,175.51123046875
4.1,263.4852294921875,177.96209716796875
4.1,261.0931396484375,176.34963989257812
4.1,261.68414306640625,179.24798583984375
4.1,257.8657531738281,176.85977172851562
4.1,262.03643798828125,177.26040649414062
4.1,258.9269104003906,178.90414428710938
4.1,260.4021301269531,179.29054260253906
4.1,257.8962097167969,178.2280731201172
4.1,256.6553955078125,177.56137084960938
4.1,262.99920654296875,177.0172119140625
4.1,264.8214111328125,179.37637329101562
4.1,255.89324951171875,175.1715850830078
4.1,269.16217041015625,178.82269287109375
4.1,259.3625183105469,177.41696166992188
4.1,258.12847900390625,176.72918701171875
4.1,266.1208190917969,179.27178955078125
4.1,263.1243591308594,180.30860900878906
4.1,262.6930847167969,179.38296508789062
4.1,265.808349609375,180.36793518066406
4.1,262.87884521484375,178.51173400878906
4.1,264.30267333984375,178.51919555664062
4.1,256.5363464355469,175.92471313476562
4.1,261.0460205078125,178.0521240234375
4.1,260.9541931152344,179.1427459716797
4.1,265.2676086425781,178.2944793701172
4.1,259.18011474609375,177.5445098876953
4.1,253.8771514892578,175.24607849121094
4.1,268.4702453613281,180.3446807861328
4.1,264.3703308105469,178.9752960205078
4.1,258.889404296875,179.26364135742188
4.1,265.666259765625,180.1888885498047
4.1,264.2958068847656,178.5442352294922
4.1,263.0342102050781,179.55503845214844
4.1,256.16888427734375,175.62832641601562
4.1,260.9880676269531,177.48980712890625
4.1,254.94540405273438,177.05111694335938
4.1,257.6200256347656,176.6671905517578
4.1,258.7901916503906,179.6015625
4.1,261.5835876464844,179.05352783203125
4.1,261.9482421875,179.41769409179688
4.1,254.6999053955078,175.2374725341797
4.1,261.8218688964844,178.43638610839844
4.1,257.9103088378906,176.59088134765625
4.1,256.71026611328125,177.0765380859375
